QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,POLICYIB,POLI_YIB,PLCYSTAB,PLCY_TAB,POLICYYB,POLI_YYB,INSPRPY1,INSP_PY1,INSPRPY2,INSP_PY2,INSPRPY3,INSP_PY3,INSPRPY4,INSP_PY4,INSPRPY5,INSP_PY5,INSPRPY6,INSP_PY6,PAYDEDPR,PAYD_DPR,QINSRDDZ,QINS_DDZ,QPROPDDZ,QPRO_DDZ,QRTINDDZ,QRTI_DDZ,INSPTYPE,INSP_YPE,INSCMB1,INSCMB1_,INSCMB2,INSCMB2_,INSCMB3,INSCMB3_,INSCMB4,INSCMB4_,INSCMB5,INSCMB5_,INSCMB6,INSCMB6_,INSCMB7,INSCMB7_,INSCMB8,INSCMB8_,INSCMB9,INSCMB9_,PREMOUT,PREMOUT_,PREMYOU,PREMYOU_,INSRPMPD,INSRPMXB,INSR_MPD,INSR_MXB,QLIFX,QLIFX_,QOTHX,QOTHX_,QADINS3X,QADI_S3X,QADHOM3X,QADH_M3X,QADRNT3X,QADR_T3X,INSEX3A
20201,04186344,8,0,5,01,D,,A,100,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,05,280,D,D,420,D,,A,,A,,A,,A,1
20201,04186344,9,0,5,02,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,08,719,D,D,,A,,A,360,D,,A,,A,1
20201,04186354,6,0,5,01,D,,A,300,D,01,D,,A,,A,,A,,A,,A,2,D,,A,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,08,,D,A,,A,,A,,A,,A,,A,2
20201,04186384,7,0,5,01,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,141,D,D,,A,,A,423,D,,A,,A,1
20201,04186384,8,0,5,02,D,,A,300,D,01,D,,A,,A,,A,,A,,A,2,D,,A,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,,D,A,,A,,A,,A,,A,,A,2
20201,04186384,9,0,5,03,D,,A,500,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,88,D,D,,A,264,D,,A,,A,,A,1
20201,04186414,24,0,5,01,D,,A,100,D,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,157,D,D,471,D,,A,,A,,A,,A,1
20201,04186414,25,0,5,02,D,,A,200,D,,A,,A,,A,,A,,A,,A,1,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,275,D,D,,A,,A,825,D,,A,,A,1
20201,04186454,11,0,5,01,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,220,D,D,,A,,A,660,D,,A,,A,1
20201,04186454,12,0,5,02,D,,A,300,D,01,D,,A,,A,,A,,A,,A,2,D,,A,1.00,D,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,263,D,D,,A,,A,,A,789,D,,A,1
20201,04186474,12,0,5,01,D,,A,100,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,,D,A,,A,,A,,A,,A,,A,2
20201,04186474,13,0,5,02,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,,D,A,,A,,A,,A,,A,,A,2
20201,04186474,14,0,5,03,D,,A,300,D,01,D,,A,,A,,A,,A,,A,,A,,A,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,2,D,,,A,A,,A,,A,,A,,A,,A,
20201,04186474,15,0,5,04,D,,A,100,D,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,,D,A,,A,,A,,A,,A,,A,2
20201,04186474,16,0,5,05,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,,D,A,,A,,A,,A,,A,,A,2
20201,04186474,17,0,5,06,D,,A,300,D,01,D,,A,,A,,A,,A,,A,2,D,,A,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,,D,A,,A,,A,,A,,A,,A,2
20201,04186494,20,0,5,01,D,,A,100,D,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,144,D,D,432,D,,A,,A,,A,,A,1
20201,04186494,21,0,5,02,D,,A,100,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,64,D,D,192,D,,A,,A,,A,,A,1
20201,04186494,22,0,5,03,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,08,1005,D,D,,A,,A,503,D,,A,,A,1
20201,04186494,23,0,5,04,D,,A,300,D,01,D,,A,,A,,A,,A,,A,2,D,,A,1.00,D,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,2600,D,D,,A,,A,,A,650,D,,A,1
20201,04186494,24,0,5,05,D,,A,500,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,1030,D,D,,A,258,D,,A,,A,,A,1
20201,04186504,15,0,5,01,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,08,519,D,D,,A,,A,260,D,,A,,A,1
20201,04186504,16,0,5,02,D,,A,300,D,01,D,,A,,A,,A,,A,,A,2,D,,A,0.50,D,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,,D,C,,A,,A,,A,345,F,,A,1
20201,04186544,9,0,5,01,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,08,,D,A,,A,,A,,A,,A,,A,2
20201,04186544,10,0,5,02,D,,A,400,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,,D,A,,A,,A,,A,,A,,A,2
20201,04186554,10,0,5,01,D,,A,100,D,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,02,5,D,D,33,D,,A,,A,,A,,A,1
20201,04186554,12,0,5,03,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,190,D,D,,A,,A,570,D,,A,,A,1
20201,04186574,36,0,5,02,D,,A,100,D,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,02,28,D,D,182,D,,A,,A,,A,,A,1
20201,04186574,37,0,5,03,D,,A,100,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,31,D,D,93,D,,A,,A,,A,,A,1
20201,04186574,38,0,5,04,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,421,D,D,,A,,A,105,D,,A,,A,1
20201,04186574,39,0,5,05,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,104,D,D,,A,,A,312,D,,A,,A,1
20201,04186574,40,0,5,06,D,,A,300,D,01,D,,A,,A,,A,,A,,A,2,D,,A,1.00,D,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,129,D,D,,A,,A,,A,387,D,,A,1
20201,04186594,20,0,5,01,D,,A,100,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,140,D,D,420,D,,A,,A,,A,,A,1
20201,04186594,21,0,5,02,D,,A,900,D,01,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,200,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,300,D,D,,A,,A,,A,,A,,A,1
20201,04186594,21,1,5,,B,,A,200,D,01,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A,A,,A,,A,574,E,,A,,A,
20201,04186594,21,11,5,,B,,A,300,D,01,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A,A,,A,,A,,A,326,E,,A,
20201,04186624,17,0,5,01,D,,A,100,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,16000,D,D,4000,D,,A,,A,,A,,A,1
20201,04186624,18,0,5,02,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,2000,D,D,,A,,A,500,D,,A,,A,1
20201,04186624,19,0,5,03,D,,A,300,D,,C,,A,,A,,A,,A,,A,2,D,,A,1.00,D,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,1000,D,D,,A,,A,,A,250,D,,A,1
20201,04186644,10,0,1,01,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,80,D,D,,A,,A,240,D,,A,,A,
20201,04186654,17,0,5,01,D,,A,100,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,06,450,D,D,450,D,,A,,A,,A,,A,1
20201,04186654,18,0,5,02,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,08,400,D,D,,A,,A,200,D,,A,,A,1
20201,04186654,19,0,5,03,D,,A,300,D,01,D,,A,,A,,A,,A,,A,2,D,,A,1.00,D,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,1000,D,D,,A,,A,,A,250,D,,A,1
20201,04186654,20,0,5,04,D,,A,300,D,01,D,,A,,A,,A,,A,,A,2,D,,A,1.00,D,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,200,D,D,,A,,A,,A,50,D,,A,1
20201,04186674,9,0,5,01,D,,A,100,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,14,D,D,42,D,,A,,A,,A,,A,1
20201,04186674,10,0,5,02,D,,A,100,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,,D,A,,A,,A,,A,,A,,A,2
20201,04186674,11,0,5,03,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,08,,D,A,,A,,A,,A,,A,,A,2
20201,04186674,12,0,5,04,D,,A,300,D,01,D,,A,,A,,A,,A,,A,2,D,,A,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,,D,A,,A,,A,,A,,A,,A,2
20201,04186684,18,0,5,03,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,85,D,D,,A,,A,255,D,,A,,A,1
20201,04186684,19,0,5,04,D,,A,400,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,16,D,D,,A,,A,,A,,A,48,D,1
20201,04186724,8,0,5,01,D,,A,900,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,900,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,33,D,D,,A,,A,,A,,A,,A,1
20201,04186724,8,1,5,,B,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A,A,21,E,,A,,A,,A,,A,
20201,04186724,8,2,5,,B,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A,A,,A,,A,40,E,,A,,A,
20201,04186724,8,11,5,,B,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A,A,,A,,A,,A,38,E,,A,
20201,04186724,9,0,5,02,D,,A,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,900,D,100,D,,A,,A,,A,,A,,A,,A,,A,2,D,2,D,,,A,A,,A,,A,,A,,A,,A,
20201,04186754,16,0,5,02,D,,A,300,D,01,D,,A,,A,,A,,A,,A,2,D,,A,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,,D,A,,A,,A,,A,,A,,A,2
20201,04186754,17,0,5,03,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,,D,A,,A,,A,,A,,A,,A,2
20201,04186784,14,0,5,01,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,187,D,D,,A,,A,561,D,,A,,A,1
20201,04186784,15,0,5,02,D,,A,300,D,01,D,,A,,A,,A,,A,,A,2,D,,A,1.00,D,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,163,D,D,,A,,A,,A,489,D,,A,1
20201,04186794,6,0,5,01,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,650,D,D,,A,,A,163,D,,A,,A,1
20201,04186794,8,0,5,03,D,,A,500,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,900,D,D,,A,225,D,,A,,A,,A,1
20201,04186814,9,0,5,01,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,130,D,D,,A,,A,390,D,,A,,A,1
20201,04186814,10,0,5,02,D,,A,300,D,01,D,,A,,A,,A,,A,,A,2,D,,A,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,,D,A,,A,,A,,A,,A,,A,2
20201,04186824,20,0,5,01,D,,A,100,D,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,02,5,D,D,33,D,,A,,A,,A,,A,1
20201,04186824,21,0,5,02,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,295,D,D,,A,,A,885,D,,A,,A,1
20201,04186824,23,0,5,04,D,,A,300,D,01,D,,A,,A,,A,,A,,A,2,D,,A,1.00,D,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,112,D,D,,A,,A,,A,336,D,,A,1
20201,04186854,26,0,5,01,D,,A,100,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,230,D,D,690,D,,A,,A,,A,,A,1
20201,04186854,27,0,5,02,D,,A,100,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,42,D,D,126,D,,A,,A,,A,,A,1
20201,04186854,28,0,5,03,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,08,,D,A,,A,,A,,A,,A,,A,2
20201,04186854,29,0,5,04,D,,A,300,D,01,D,,A,,A,,A,,A,,A,2,D,,A,1.00,D,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,100,D,D,,A,,A,,A,300,D,,A,1
20201,04186864,51,0,5,02,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,0.94,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,59,D,D,,A,,A,177,D,,A,,A,1
20201,04186864,52,0,5,03,D,,A,300,D,01,D,,A,,A,,A,,A,,A,2,D,,A,0.98,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,,D,A,,A,,A,,A,,A,,A,2
20201,04186864,53,0,5,04,D,,A,300,D,01,D,,A,,A,,A,,A,,A,2,D,,A,0.98,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,,D,A,,A,,A,,A,,A,,A,2
20201,04186864,54,0,5,05,D,,A,300,D,02,D,,A,,A,,A,,A,,A,2,D,,A,0.98,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,,D,A,,A,,A,,A,,A,,A,2
20201,04186864,55,0,5,06,D,,A,300,D,03,D,,A,,A,,A,,A,,A,2,D,,A,0.98,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,,D,A,,A,,A,,A,,A,,A,2
20201,04186864,56,0,5,07,D,,A,100,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,16,D,D,48,D,,A,,A,,A,,A,1
20201,04186864,57,0,5,08,D,,A,100,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,48,D,D,144,D,,A,,A,,A,,A,1
20201,04186884,11,0,5,01,D,,A,100,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,43,D,D,129,D,,A,,A,,A,,A,1
20201,04186884,12,0,5,02,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,52,D,D,,A,,A,156,D,,A,,A,1
20201,04186884,13,0,5,03,D,,A,300,D,01,D,,A,,A,,A,,A,,A,2,D,,A,1.00,D,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,45,D,D,,A,,A,,A,135,D,,A,1
20201,04186914,5,0,5,01,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,156,D,D,,A,,A,468,D,,A,,A,1
20201,04186954,13,0,5,01,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,08,,D,A,,A,,A,,A,,A,,A,2
20201,04186954,14,0,5,02,D,,A,300,D,01,D,,A,,A,,A,,A,,A,2,D,,A,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,08,,D,A,,A,,A,,A,,A,,A,2
20201,04186974,20,0,5,01,D,,A,100,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,1382,D,D,346,D,,A,,A,,A,,A,1
20201,04186974,21,0,5,02,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,08,298,D,D,,A,,A,149,D,,A,,A,1
20201,04186974,22,0,5,03,D,,A,300,D,01,D,,A,,A,,A,,A,,A,2,D,,A,1.00,D,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,802,D,D,,A,,A,,A,201,D,,A,1
20201,04186994,20,0,1,05,D,,A,400,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,08,,D,C,,A,,A,,A,,A,35,F,
20201,04186994,21,0,5,01,D,,A,100,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,10,,D,A,,A,,A,,A,,A,,A,2
20201,04186994,22,0,5,02,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,,D,C,,A,,A,195,F,,A,,A,1
20201,04186994,23,0,5,03,D,,A,300,D,01,D,,A,,A,,A,,A,,A,2,D,,A,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,,C,A,,A,,A,,A,,A,,A,2
20201,04186994,24,0,5,04,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,08,,D,A,,A,,A,,A,,A,,A,
20201,04187044,10,0,5,01,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,150,D,D,,A,,A,450,D,,A,,A,1
20201,04187044,11,0,5,02,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,08,600,D,D,,A,,A,300,D,,A,,A,1
20201,04187054,18,0,5,01,D,,A,100,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,,D,A,,A,,A,,A,,A,,A,2
20201,04187054,19,0,5,02,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,08,365,D,D,,A,,A,183,D,,A,,A,1
20201,04187054,20,0,5,03,D,,A,300,D,01,D,,A,,A,,A,,A,,A,2,D,,A,1.00,D,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,60,D,D,,A,,A,,A,180,D,,A,1
20201,04187054,21,0,5,04,D,,A,300,D,02,D,,A,,A,,A,,A,,A,2,D,,A,1.00,D,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,600,D,D,,A,,A,,A,150,D,,A,1
20201,04187064,5,0,1,01,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,325,D,D,,A,,A,975,D,,A,,A,
20201,04187064,6,0,1,02,D,,A,300,D,01,D,,A,,A,,A,,A,,A,2,D,,A,1.00,D,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,08,400,D,D,,A,,A,,A,200,D,,A,
20201,04187094,5,0,5,01,D,,A,900,D,01,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,200,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,1,D,06,246,D,D,,A,,A,,A,,A,,A,1
20201,04187094,5,1,5,,B,,A,200,D,01,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A,A,,A,,A,104,E,,A,,A,
20201,04187094,5,11,5,,B,,A,300,D,01,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A,A,,A,,A,,A,71,E,,A,
20201,04187094,5,12,5,,B,,A,300,D,01,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A,A,,A,,A,,A,71,E,,A,
20201,04187134,5,0,5,01,D,,A,200,D,,A,,A,,A,,A,,A,,A,1,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,125,D,D,,A,,A,375,D,,A,,A,1
20201,04187184,10,0,5,01,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,250,D,D,,A,,A,750,D,,A,,A,1
20201,04187194,15,0,5,01,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,200,D,D,,A,,A,600,D,,A,,A,1
20201,04187234,9,0,5,01,D,,A,100,D,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,02,45,D,D,293,D,,A,,A,,A,,A,1
20201,04187234,10,0,5,02,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,235,D,D,,A,,A,705,D,,A,,A,1
20201,04187234,11,0,5,03,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,04,,D,A,,A,,A,,A,,A,,A,2
20201,04187244,25,0,5,01,D,,A,100,D,,A,,A,,A,,A,,A,,A,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,02,20,D,D,130,D,,A,,A,,A,,A,1
20201,04187244,26,0,5,02,D,,A,100,D,,A,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,,D,A,,A,,A,,A,,A,,A,2
20201,04187244,27,0,5,03,D,,A,200,D,,A,,A,,A,,A,,A,,A,2,D,1.00,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,09,,D,A,,A,,A,,A,,A,,A,2
